txn_id,amount,hour_of_day,txn_count_last_hour,distance_from_home_km,is_new_merchant,label
TXN100000,53.58732215575617,11.825864049085613,0,14.426676025392807,0,0
TXN100001,28.05889990768324,17.631320381037973,1,6.905005434914294,1,0
TXN100002,21.61314584254073,13.044704663404131,1,10.199292162770444,0,0
TXN100003,144.83040454446723,23.0,0,9.305482392637591,0,0
TXN100004,46.1500649100424,23.0,1,3.3717411245982296,0,0
TXN100005,56.45053299077326,19.1423728912009,1,1.8657893436671416,0,0
TXN100006,129.75795249344873,14.721526479881845,0,4.18384217372502,0,0
TXN100007,60.7837453927144,5.27206525461256,1,6.085596290428157,0,0
TXN100008,175.83886861747544,19.380141184272865,1,14.38234083193218,0,0
TXN100009,111.49894495756718,19.43059653163767,0,2.5982068571900028,0,0
TXN100010,118.01107402440456,9.773689380056497,1,10.757369631657074,0,0
TXN100011,145.690829371261,11.999522227198103,1,1.7874398085208707,0,0
TXN100012,40.95516821839263,13.923432486207659,0,2.7126139923269648,0,0
TXN100013,125.93640635611877,17.27804182287537,2,5.13346440266715,0,0
TXN100014,27.87700977457805,18.40998576424149,0,0.5497767008493861,0,0
TXN100015,7.4393042789451425,12.70518893367101,0,15.31713074057645,0,0
TXN100016,15.19244121751479,12.929454675682953,1,9.428544350548616,0,0
TXN100017,389.26728331033087,1.2320373327460181,4,379.4255574978391,0,1
TXN100018,39.29904639127535,18.806837717163955,2,11.346876129849768,0,0
TXN100019,46.12540689545674,10.768035867717753,0,11.992067364280263,0,0
TXN100020,1286.7447695543094,0.0,6,597.9563804737464,0,1
TXN100021,22.22926278946605,11.882632519022206,2,1.1445235572778287,0,0
TXN100022,58.99988877253638,18.391225465391706,1,1.7803027224213273,0,0
TXN100023,93.38962032649646,11.608331301451676,2,2.270842781324342,0,0
TXN100024,97.46684879709105,13.474414648938946,1,21.215027660236988,0,0
TXN100025,605.8738657679235,0.0,9,482.1859668691423,0,1
TXN100026,159.7320417206595,19.84604126943184,0,2.565952018865849,0,0
TXN100027,65.23387783919297,20.553087189896104,3,5.6597870889718145,0,0
TXN100028,86.62997933165867,14.704369716774558,1,1.5686381556233044,0,0
TXN100029,37.24104676677833,12.134534468318279,0,3.2602556676450822,0,0
TXN100030,57.33212763900319,13.73128879722111,0,11.484361843580203,0,0
TXN100031,51.61657709026577,12.753686292124833,1,7.75463533526568,0,0
TXN100032,54.9934627757612,14.443410408292522,2,6.773438971417054,0,0
TXN100033,155.17617091286996,8.267562305760244,0,5.137192483053516,0,0
TXN100034,65.53827679811566,12.07411467149925,2,1.4785185243624122,0,0
TXN100035,26.746200549128446,11.994792485797827,3,11.914416419230044,0,0
TXN100036,145.6302409341605,4.530828756982121,1,4.340753120445284,1,0
TXN100037,9.764934010069698,15.450138971066636,1,8.669926954543236,0,0
TXN100038,237.30152849850316,19.791898428458204,2,12.2590210908558,0,0
TXN100039,127.36427778254398,16.337923281879608,2,10.954891450424293,0,0
TXN100040,140.45597046309766,19.96797332299444,2,6.051704373359572,0,0
TXN100041,29.566265979770034,12.61921380456131,2,3.5366388225642007,0,0
TXN100042,80.31312200096667,12.531100604083424,1,4.865472359745197,0,0
TXN100043,62.82989611928302,8.339372242056328,0,16.560986740258684,0,0
TXN100044,93.13546464277482,9.447047527644369,2,2.9633771626749827,0,0
TXN100045,93.14571869884898,19.18062307930769,1,8.735942131417069,1,0
TXN100046,56.54433946063763,6.795256066341683,0,11.994041813409346,0,0
TXN100047,35.957795496881836,12.026500056276763,2,8.837048016508271,0,0
TXN100048,34.58918032302515,11.010465595800529,1,2.0526348272922186,0,0
TXN100049,26.276310912778527,11.487725163913634,0,8.290641393213969,0,0
TXN100050,48.39302382865313,17.613603798907416,0,9.62381445505271,0,0
TXN100051,49.78104369267868,10.88107363577884,1,1.338754164789133,0,0
TXN100052,32.32762969851219,15.721193007163185,0,9.036406944881092,0,0
TXN100053,85.6932991986449,9.630712107705715,0,1.2030414251112878,0,0
TXN100054,115.40523943565582,17.90176622694649,1,2.264840495822136,1,0
TXN100055,44.284291137457785,7.268574647681699,2,5.569735843955325,0,0
TXN100056,51.27015010837254,17.84064043569854,2,8.647079525881113,1,0
TXN100057,231.6098495483972,11.87245762822818,1,6.761651182830699,0,0
TXN100058,67.21426042210015,10.416307495210834,1,3.639493741498999,0,0
TXN100059,55.25500553914516,16.72160540047948,1,7.402269279766785,0,0
TXN100060,82.26600682864257,14.148314982489582,1,4.146280741001859,0,0
TXN100061,234.94357627871682,16.09720740204745,0,3.539499701663231,0,0
TXN100062,48.05593228257934,20.361561586648502,0,10.892625596451634,0,0
TXN100063,51.13692296198003,15.709664664590111,1,5.959350103241383,0,0
TXN100064,40.75649070871576,12.989770078163216,1,1.8116351666346353,0,0
TXN100065,124.50384240641063,17.580030532400936,2,2.8202581107071505,0,0
TXN100066,58.723061363758774,8.462715457001142,2,8.062202421954792,0,0
TXN100067,154.00120807869405,16.177896691094276,2,10.838728289063253,0,0
TXN100068,71.58392227273039,8.20210780244338,1,6.750699513571412,0,0
TXN100069,150.15270572095173,14.877139971868699,2,12.506271443281609,0,0
TXN100070,29.308079809139194,10.724860092596973,1,2.461588732178163,0,0
TXN100071,48.74643722145035,14.408228044391176,1,8.829501097476811,0,0
TXN100072,44.49211027020325,11.502432392032112,3,2.411954964148992,0,0
TXN100073,28.31949602985704,16.00145683141519,2,3.2657553614647044,0,0
TXN100074,76.24398729629135,15.865478362076892,0,7.502450230285681,0,0
TXN100075,36.285990266661535,16.932759489502214,0,0.8838649479961647,0,0
TXN100076,40.75152771146432,11.009268376658646,4,3.1059793979245525,0,0
TXN100077,145.8575590673271,5.144393993936232,1,13.880023340569657,0,0
TXN100078,134.57632741421324,12.7963274541491,0,27.169343252046513,0,0
TXN100079,21.529664004624735,10.036377968184754,1,7.00633110229476,0,0
TXN100080,30.587841689700056,17.54489144824346,1,1.5895481412889567,0,0
TXN100081,134.99901583139325,12.337970488639257,5,0.5986543488663082,0,0
TXN100082,11.508697633183171,14.173029944103755,2,4.028520475661361,0,0
TXN100083,78.89994939630607,13.93850999575128,0,1.7551875049487708,0,0
TXN100084,11.7233871219321,14.315867353912932,1,23.785210636613762,0,0
TXN100085,205.20878793429247,13.410417702716636,0,4.110288996791055,0,0
TXN100086,99.47667364984552,15.538295488720477,3,5.007593445508021,0,0
TXN100087,52.2152671617968,18.96354591460144,0,18.498655393927134,0,0
TXN100088,166.26343898251466,9.028994998583961,2,6.712548338209226,0,0
TXN100089,45.5478011281849,13.223078242602993,2,1.8163959947724841,0,0
TXN100090,47.8391882299573,17.712591233668103,0,10.968392668602467,0,0
TXN100091,93.93890920382555,19.05971973792162,0,11.72414413791138,0,0
TXN100092,79.15991950508766,7.8520342866770365,0,7.0897613866077345,0,0
TXN100093,71.85660221369174,10.479206873303934,1,12.568348989531666,0,0
TXN100094,54.643408564165455,12.620009237329784,4,4.1447536882767775,0,0
TXN100095,43.069417460236394,13.345511278893744,0,19.347914693104592,1,0
TXN100096,102.16261703483536,15.76501863602117,1,4.045314488718674,0,0
TXN100097,227.323621639162,12.517539783504033,0,8.908217914816912,0,0
TXN100098,13.165097913952371,19.90954451814138,0,5.0980362005182,0,0
TXN100099,52.006557772454556,11.078888345899246,5,7.230538680877156,0,0
TXN100100,179.63108814598772,15.52059050032392,1,4.514852493195238,0,0
TXN100101,103.01146068416335,19.748949725248107,3,13.547874062609447,0,0
TXN100102,178.80328132367694,14.225822266169095,0,12.321699756467872,0,0
TXN100103,49.16195601149223,8.988227476077032,1,7.29818908134262,0,0
TXN100104,115.52358985086556,10.886666910582571,1,0.16408893529874877,0,0
TXN100105,86.57439630215637,6.979006522798444,0,12.042810277888272,0,0
TXN100106,113.95377117319464,17.990468308274004,0,11.76695122552185,0,0
TXN100107,29.493716330212575,15.593582518621611,1,12.640705590475815,0,0
TXN100108,83.18417238534443,6.407602986661369,1,12.282653812556678,0,0
TXN100109,116.56246301142087,12.76887272547893,1,4.366296601012078,0,0
TXN100110,14.635876729033313,14.175424145203781,1,5.1042063747480455,0,0
TXN100111,60.4832270386673,13.206914509156235,0,1.4787955184183545,0,0
TXN100112,72.82782480734173,18.648369819324465,3,7.2930363980854205,0,0
TXN100113,90.56215769503062,15.635597801916168,2,2.671133952474068,0,0
TXN100114,96.45838640889879,12.041521602924709,1,17.789724485821147,0,0
TXN100115,57.94042170743147,15.10600027295479,2,2.3456169665071993,0,0
TXN100116,38.30880395796695,15.018194019256105,2,2.85951103099773,0,0
TXN100117,120.12631978333013,16.58653382479371,1,5.18068687109198,0,0
TXN100118,33.08179395756379,9.463595686947784,1,2.3077990228030405,0,0
TXN100119,141.64193524549313,17.659449418652645,1,3.6199436677577683,1,0
TXN100120,101.96863991551318,16.07087945833209,1,2.057427381685349,0,0
TXN100121,77.20933479624208,20.075192839603865,2,3.2323700958319272,0,0
TXN100122,19.482489098523292,9.575352521548051,3,3.3049733657471814,0,0
TXN100123,56.330438520702685,15.950334159480148,2,4.216199699437515,0,0
TXN100124,126.20762687336615,13.82434562864318,1,1.946210478109836,0,0
TXN100125,154.32354548360854,13.59016676208674,0,0.9138026985549841,0,0
TXN100126,48.10008949625762,12.671096732315704,0,6.6723454340415875,0,0
TXN100127,19.795364619449096,3.3460418481739715,0,2.5678788611570185,0,0
TXN100128,21.396501708430172,17.680323124174436,2,5.833896099587948,0,0
TXN100129,7.164578398947993,14.77717241367809,0,15.762460196060083,0,0
TXN100130,27.78623442014225,17.45032113219075,1,11.531108089934454,0,0
TXN100131,91.35207756618387,9.72019216688373,1,16.895842703372736,0,0
TXN100132,69.39734229968253,13.042884163862627,0,6.200139079456704,1,0
TXN100133,81.1982849414975,9.701577907634048,0,8.835913920476813,0,0
TXN100134,56.96802121006699,9.00360454609806,0,7.835729637778349,0,0
TXN100135,67.5853413283821,18.116424332888144,1,6.389566766110254,0,0
TXN100136,24.28281420620509,9.913320143751873,0,19.572063518655565,0,0
TXN100137,87.25228835891534,10.089901598702532,3,5.12792337994815,0,0
TXN100138,29.12441720981957,15.852347264649074,0,7.100773019276778,0,0
TXN100139,127.03365303775115,15.027390973728444,2,1.516956868631005,0,0
TXN100140,25.47736900215867,12.975285372638073,3,4.845618028988374,0,0
TXN100141,43.462949516993675,12.733556357494216,3,9.978548286741596,0,0
TXN100142,99.12704614262738,15.224975109589314,1,4.727678711407461,0,0
TXN100143,121.51208362866241,20.65284045155446,1,12.613292316584028,0,0
TXN100144,73.07805493758254,0.9775598616177472,2,6.0197625399981085,0,0
TXN100145,76.96884581115297,22.87331373907939,0,17.807813717130202,0,0
TXN100146,21.69278059670097,12.412775944533518,1,13.609852265734908,0,0
TXN100147,78.9330694635475,7.6711369458964915,0,4.329418999747772,0,0
TXN100148,24.840413434964454,15.434273812825381,0,9.892356030215788,1,0
TXN100149,57.68603481757606,16.37117791574095,0,5.41051801793593,0,0
TXN100150,20.654816740036463,11.956087745935456,0,9.38342819552439,0,0
TXN100151,35.366455315689265,15.703330435621266,3,19.90589615325198,0,0
TXN100152,40.02729799845608,20.54060637606874,4,3.3387134031399475,0,0
TXN100153,94.02597659713216,14.016311100650853,4,5.91917613313603,0,0
TXN100154,96.3520822851895,12.36862550265726,1,5.229227936826227,0,0
TXN100155,104.8345884020926,10.66823601208144,1,5.139513676397517,0,0
TXN100156,154.333505335078,17.534014478818598,1,6.917468712176835,0,0
TXN100157,110.55167928279488,11.319637229499824,2,10.170031011729845,0,0
TXN100158,73.06438130771511,14.124868832587584,3,8.3715483457992,0,0
TXN100159,23.53343821527009,18.250547974507512,2,4.593602351015259,0,0
TXN100160,12.055126260836444,12.921137454900428,1,9.679319114451472,0,0
TXN100161,53.30503773814334,20.495686014448967,0,1.392909979343571,0,0
TXN100162,32.69959119616624,15.732727323140463,0,2.9292920583535036,0,0
TXN100163,58.608191418829996,8.22663822908778,0,8.974553737839997,0,0
TXN100164,26.5290445504548,12.831011825191052,0,17.035697587927285,0,0
TXN100165,95.2091627422092,15.980448716683478,1,9.23376415263075,0,0
TXN100166,54.79273998651539,18.630340209335372,0,4.783965620045809,0,0
TXN100167,21.914447764502796,16.604559808740742,3,2.281785777033262,0,0
TXN100168,4.211662987871814,15.11913868117562,0,2.0117720505318966,0,0
TXN100169,28.079355655527106,20.208269285629477,2,1.220247491857417,0,0
TXN100170,80.53644715357669,5.483564622376472,1,2.203990917125276,0,0
TXN100171,147.28434944578618,8.764415335153526,1,13.37491944184174,0,0
TXN100172,37.43656571357881,13.782699993714122,1,3.3217603237384763,0,0
TXN100173,59.12219381144038,16.20220727969809,0,4.763707155231394,0,0
TXN100174,26.228020745113337,9.059615021214729,2,18.099875202218637,0,0
TXN100175,156.51045101780204,17.183288148152204,1,6.3706828459613565,0,0
TXN100176,38.02140236745981,19.19066743441981,1,6.516046630463421,0,0
TXN100177,50.54645935592988,11.23028096487099,0,7.809217393220079,0,0
TXN100178,53.08982516178369,14.131788893123742,2,8.083239189220903,0,0
TXN100179,141.75388350882804,13.401999298659945,0,15.901314371542552,0,0
TXN100180,29.321099554223295,15.742574775384181,6,10.979093763480067,0,0
TXN100181,67.7313422731928,11.272017501797704,2,7.256311131646992,0,0
TXN100182,96.5739388516895,12.09298805399493,3,16.99235535867209,0,0
TXN100183,34.85051191788243,22.13973777791683,3,1.8367852358144217,0,0
TXN100184,143.95036499075647,12.922211101285264,2,9.548819362142044,1,0
TXN100185,63.71253244064316,17.586058614656146,0,5.065150094767037,0,0
TXN100186,27.175990875332975,19.409600205527013,0,6.961320027744007,0,0
TXN100187,104.7369027475505,17.387044161786864,1,7.260896779802222,0,0
TXN100188,43.628993879463245,6.753265861981056,1,8.229782634302175,0,0
TXN100189,126.44521051130872,7.352583732992339,2,9.40413549648446,0,0
TXN100190,14.731732011515408,13.168520250288816,2,5.859076091013609,0,0
TXN100191,145.20337172516696,18.63829872604893,0,1.2075035057752637,0,0
TXN100192,110.10426783162315,15.270933153321293,1,5.320834989124911,0,0
TXN100193,58.035189820393505,14.005223471616995,1,0.4859876051081019,0,0
TXN100194,81.07659079482204,15.635354471763144,3,5.16481363248714,0,0
TXN100195,11.703557897062197,12.031860772767761,2,2.992576756584864,0,0
TXN100196,234.91941862574848,17.162917354357372,2,13.841192806050191,0,0
TXN100197,27.630284845087388,15.919538192327732,0,6.535534268274471,0,0
TXN100198,21.849704092080536,9.872604623100928,1,20.826162060835834,0,0
TXN100199,57.09307944885471,12.995986994310066,3,6.230042471892673,0,0
TXN100200,145.81248884984092,6.013577337963388,1,5.175105060101359,0,0
TXN100201,58.95460465080856,14.52079497466287,2,3.7229574611235163,0,0
TXN100202,116.40956446515119,12.477472806127052,1,5.195404352244166,0,0
TXN100203,165.6974939239381,9.15588147939571,0,7.75257273305116,0,0
TXN100204,97.37966128012197,20.017341477961633,1,6.138196611800753,0,0
TXN100205,53.10351627781542,15.039025547749834,1,15.337456353497103,0,0
TXN100206,109.10610554284965,13.7577071876926,1,5.678536876380958,0,0
TXN100207,42.95223945814594,8.727882256488957,1,11.262733465549271,0,0
TXN100208,81.38635760303234,23.0,2,19.226380407384255,0,0
TXN100209,110.73942218597482,10.823417349650121,1,13.0666506678501,0,0
TXN100210,34.35329336659101,16.043380055077964,0,11.720708394005078,0,0
TXN100211,24.45488875353394,19.585445940711974,2,11.731315150571946,0,0
TXN100212,82.05156233184319,13.31288798788051,1,8.064980657954147,0,0
TXN100213,101.09851766529054,17.1607549751449,2,7.535100849988586,1,0
TXN100214,104.08335209633707,7.133802142519979,1,4.682674384905643,0,0
TXN100215,97.86970104526594,12.565313180853591,1,3.3613256049834943,0,0
TXN100216,25.83675793243244,10.62580363885867,4,0.27035514683266026,0,0
TXN100217,66.06581813747312,10.109439963711946,1,1.4206710530111062,0,0
TXN100218,43.82984698993472,9.147890848582614,2,8.762904732024488,0,0
TXN100219,56.51856311406837,13.219647110954677,2,6.3304912401653,0,0
TXN100220,38.98845928471595,15.8524510170583,2,17.840388482397557,0,0
TXN100221,131.71201355285365,17.63754661389544,2,6.254761992917977,0,0
TXN100222,77.38808364078393,13.319535487265808,0,0.9375000219178886,0,0
TXN100223,56.15778267074806,10.742575902580349,0,6.524052050777376,0,0
TXN100224,256.74582182995186,10.252711534554468,2,13.899612004049327,0,0
TXN100225,130.91456143419026,15.032860681959946,0,14.476637793667543,0,0
TXN100226,188.2495266303495,16.656582274629844,0,5.61204807260724,0,0
TXN100227,70.11259384114555,7.963714405761213,4,5.5818107266459265,0,0
TXN100228,48.99899245230056,12.109326798865913,1,2.4617091593617517,0,0
